Insectendoos_label|Insectendoos_toelichting|AangegevenTaxon|aantal
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Cyrtothyrea marginalis|8
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Leucocelis haemorrhoidalis|4
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Leucocelis amethystina|12
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Discopeltis tricolor|4
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Leucocelis viticollis|14
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Leucocelis adspersa|3
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Leucocelis adspersa|4
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Leucocelis aeneicollis|4
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|1
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|1
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|6
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|14
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|2
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|6
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|2
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|1
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Phoxomela umbrosa alessandrinii|6
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Phoxomela umbrosa umbrosa|5
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|25
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|7
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|4
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|5
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|8
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|12
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|Cf. Syrictus syrictus|3
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|Cyphonistes vallutus|16
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|Pycnoschema sp.|24
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|6
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|Oryctes boas|1
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|Oryctes boas|6
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|Oryctes boas|2
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|Cyphonistes vallatus|11
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|1
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|Oryctes boas|2
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|4
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|1
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|NN NN|1
Stronkhorst box 11|BR2025.86 Bruikleen Erik Stronkhorst Box 11 Scarabaeidae subfamilie Dynastinae|Heteronchus sp.|16
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|Pseudosyrichtus clathratus|1
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|1
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|2
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|2
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|1
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|Oryctes boas|6
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|Cyphonistes vallutus|12
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|7
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|7
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|3
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|2
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|1
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|4
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|1
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|11
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|11
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|7
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|Heteroligus sp.|2
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|12
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|3
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|2
Stronkhorst box 12|BR2025.86 Bruikleen Erik Stronkhorst Box 12 Scarabaeidae subfamilie Dynastinae|NN NN|8
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius mossambicanus|4
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius philus|2
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius tricornutus|5
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius tricornutus|4
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius tricornutus|9
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius sesostris|3
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius eteocles|1
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|NN NN|27
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius heros|1
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius platycerus|1
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius calaharicus|2
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius heros|3
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Metacatharsius troglodytes|8
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Metacatharsius zulanus|3
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Dicronorrhina derbyana|10
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|Catharsius heros|3
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|NN NN|2
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|NN NN|8
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|NN NN|10
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|NN NN|10
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|NN NN|10
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|NN NN|2
Stronkhorst box 13|BR2025.86 Bruikleen Erik Stronkhorst Box 13 Scarabaeidae subfamilie Coprini|NN NN|1
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|NN NN|16
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris mesacanthus|4
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris diversus|1
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris fidius|4
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris misellus|2
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris coriarus|1
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris amyntor|6
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris amyntor|6
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris amyntor|17
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris elphenor|20
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris elphenor|12
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris fallaciosus|7
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris subsidens|5
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris integer|2
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris fallaciosus|7
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris elphenor|27
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris cornifros|1
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris urus|1
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris evanidus|18
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris macer|14
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris bornemisszai|11
Stronkhorst box 14|BR2025.86 Bruikleen Erik Stronkhorst Box 14 Scarabaeidae subfamilie Coprini|Copris bornemizzai|11
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|NN NN|3
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|NN NN|2
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Coptorhina auspicata|1
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Xinidium dentilabris|23
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|NN NN|10
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Sarophorus costatus|16
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|NN NN|2
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Copris laioides|8
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Copris macer|8
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Copris gracilis|4
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Copris puncticollis|5
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris neptunus|10
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris atropus|1
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris japetus|2
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris neptunus|7
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris dilloni|1
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris haroldi|1
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris minos|1
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris faunus|3
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris hamadryas|2
Stronkhorst box 15|BR2025.86 Bruikleen Erik Stronkhorst Box 15 Scarabaeidae subfamilie Dichotomiini|Heliocopris pirmal|3
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|NN NN|11
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis caffer|3
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis lycophron|1
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis picticollis|12
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis numida|4
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis pecuarius|3
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis politus|8
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis uncinatus|15
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis uncinatus|16
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis inversidens|12
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis inversidens|11
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis alexis|18
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis alexis|16
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis viridulus|16
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis fulgidus|22
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis obscurus|3
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis setosus|2
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis orthopus|2
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis reichei|2
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis robustus|4
Stronkhorst box 23|BR2025.86 Bruikleen Erik Stronkhorst Box 23 Scarabaeidae tribus Onitini|Onitis robustus|2
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Cleptocaccobius viridicollis|10
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Cleptocaccobius (Caccophilus) obtusus|1
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Cleptocaccobius seminulum|18
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Cleptocaccobius (Caccophilus) nigritulus|12
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Cleptocaccobius (Caccophilus) dicrepans|4
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Cleptocaccobius (Caccophilus) ferrugineus|5
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus auruginosus|30
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus binodis|1
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus plebejus|7
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus plebejus|7
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Mimonthophagus anomalus|1
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Euonthophagus jeanneli|5
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus vinctus|38
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus bovinus|1
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus beiranus|2
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus interstitialis|25
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus carbonarius|3
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus carbonarius|30
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus setosus|1
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus pauxillus|4
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus pullus|7
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus filicornis|13
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus flavolimbatus|4
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus virescens|3
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus nanus|6
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus rasipennis|13
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus pallidipennis|4
Stronkhorst box 22|BR2025.86 Bruikleen Erik Stronkhorst Box 22 Scarabaeidae tribus Onthophagini|Onthophagus quadrinodosus|2
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|5
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|1
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|Ceuterorhynchus quadridens|1
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|Amalorrhynchus melanarius|1
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|2
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|1
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|1
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|1
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|7
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|5
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|2
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|4
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|2
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|1
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|2
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|2
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|1
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|19
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|3
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|17
Stronkhorst box 21|BR2025.86 Bruikleen Erik Stronkhorst Box 21 Scarabaeidae tribus Onthophagini|NN NN|36
Stronkhorst box 20|BR2025.86 Bruikleen Erik Stronkhorst Box 20 Scarabaeidae tribus Onthophagini|NN NN|12
Stronkhorst box 20|BR2025.86 Bruikleen Erik Stronkhorst Box 20 Scarabaeidae tribus Onthophagini|Phalops prasinus|49
Stronkhorst box 20|BR2025.86 Bruikleen Erik Stronkhorst Box 20 Scarabaeidae tribus Onthophagini|Phalops flavocinctus|50
